name,city,price
Cape Town House,Cape Town,3496
"Luxury, Leafy 2 Bedroom apartment VC",Cape Town,797
Coming soon,Cape Town,1007
van Riebeeckshof house,Cape Town,4000
Sunny Victorian Villa with mountain views,Cape Town,3119
Table Mountain Eco Retreat,Cape Town,3804
Stylish Living in the Constantia Winelands,Cape Town,2811
Cape Town Family Home in Rondebosch,Cape Town,3007
Upper Rhine apartment,Cape Town,59994
Cape Town Holiday Heaven,Cape Town,1944
Wendy's place,Strand,1007
Jacky's Beach House,Cape Town,1650
"Large, sunny bedroom in Upper Vredehoek",Cape Town,238
Great Location with Balcony and Amazing Views,Cape Town,2042
Happy Home Imhoff's Gift - Fynbos Double Room,Imhoff's Gift,294
En-suite Private Room * Walk to the Beach,Cape Town,601
You will enjoy the freedom of this apartment.,Cape Town,853
Cape Constantia: a perfect base for your adventure,Cape Town,475
Cape Villa,Cape Town,294
City center luminous 3-bed apartment,Cape Town,503
"Cape Town House, The Taste of The Mother City!",Cape Town,294
Urban Living in the Heart of Cape Town,Cape Town,601
Lemon Tree Cottage,Cape Town,336
Table Mountain View Apart Century City Cape Town,Cape Town,979
Swallow's Rest,Cape Town,2000
"Value, Location and View at its Very Best",Cape Town,643
Cape Town home with a beautiful sea view,Cape Town,2503
Heavenly Haven,Cape Town,1580
Tally ho Farm and Stables,Cape Town,503
Spacious 2 Bedroom Open Plan House Scenic Views,Cape Town,2797
1 Bed Apartment Eden 262,Bloubergstrand,881
Beachfront Ocean view Apartment,Bloubergstrand,965
Sunny 1 Bedroom in the heart of Green Point,Cape Town,545
Private cottage in central location,Cape Town,853
Aquarius Beach Front Apartment,Bloubergstrand,2601
Sea Spray Apartment Mountain & Sea views,Bloubergstrand,895
Malata Beach front Apartment,Bloubergstrand,895
Maydon Views~Spacious & Light with panoramic views,Cape Town,3468
Marcel Hospitality,Cape Town,2797
Bali Bay Holiday Apartments 3 Bed,Cape Town,2895
"Grays Lodge Cottage, Constantia",Cape Town,755
Stylish 2-Bed with Majestic Mountain Views,Cape Town,797
Hirondelle @ 45 Old Paarl Road,Cape Town,252
"805 Dockside~City Sleeker,Beautiful Harbour Views",Cape Town,1273
Your paradise in Sea Point (1),Cape Town,755
Cape Town sanctuary in Newlands Village,Cape Town,4405
Beautiful Bloubergstrand Guest Cottage,Cape Town,573
Your paradise in Sea Point (2),Cape Town,797
"Magical, secluded mountain cottage",Cape Town,1804
Designer living in Cape Town,Cape Town,1007
Beautiful Ocean View Apartment,Cape Town,1552
"Spacious family home in security estate, Cape Town",City of Cape Town Metropolitan Municipality,7999
Urban Sanctuary in Vibrant Green Point.,Cape Town,699
Blouberg Sea Spray A409,Cape Town,895
Cape Town Townhouse,Cape Town,601
Apartment Hill Road,Cape Town,797
Riviera Suites Sea Point Cape Town South Africa,Cape Town,1301
Spacious apartment in the heart of Cape Town,Cape Town,545
Constantia Vista: The Main House,Cape Town,1916
LOCATION | WIFI | POOL | GYM | AMENITIES | PRICE,Cape Town,895
Hella Cottage,Cape Town,895
Your paradise in Sea Point (3),Cape Town,755
1 Bed Cottage Rosebank,Cape Town,406
City Central*Tablemountain Views*Secure Parking*,Cape Town,1007
Ruby Estate,Cape Town,1804
"windSong, Dolphin Beach, Cape Town, South Africa",Cape Town,1245
33 On Sea,Cape Town,1105
Gordons Bay Large House with sea Views,Cape Town,7999
☀️CBD Penthouse☀️Balcony - Mountain Views☀️Parking,Cape Town,3496
Living at Liberty,Cape Town,350
Beautiful Bantry Bay Townhouse with Roof-top pool,Cape Town,3496
32 Edinburgh Court,Cape Town,364
Claddagh House BnB Room 1,Cape Town,406
Villa Italia 24-13,Cape Town,1105
"Sunny, Tranquil One-bedroom flat in Rondebosch",Cape Town,420
Villa Sunset Beach,Cape Town,1706
Cape Town Wohnung Somerset West,Cape Town,1189
Perfectly situated in Gardens with stunning views,Cape Town,559
Luxury 2-Bed with Majestic Mountain and City Views,Cape Town,3007
Fynbos mountain retreat in security complex,Cape Town,3007
Spacious family home with pool and views,Cape Town,4503
Llandudno Beach,Cape Town,881
Spacious room in Cape Town's trendiest district,Cape Town,238
Modern Apartment on the Beach with stunning views,Cape Town,1888
"On Strand 801, Luxurious 3 Bedroom with Seaviews",Cape Town,2503
Striking Cape Dutch family home serviced Daily,Cape Town,5846
Amazing Sea Views For Lazy Holiday Fun in the Sun,Cape Town,993
Plumstead Perfect,Cape Town,1007
Spacious family gem in the North,Cape Town,1706
"Ocean Breeze - a chic, coastal apartment.",Cape Town,406
Stroll to Cavendish from a Stylish Hideaway & Mountain Views,Cape Town,979
402 Bantry Bay International,Cape Town,2000
Constantia Vista: The View Cottage,Cape Town,1287
Constantia Vista: The Bay View Apartment,Cape Town,1287
36 Milkwood Place,Melkbosstrand,1007
Lakehouse in Imhoff's Gift,Cape Town,559
Beautiful family home - unique farm-style property,Cape Town,5999
Constantia Vista: The Penthouse Apartment,Cape Town,1287
Constantia Vista: The Pool Apartment,Cape Town,1287
Constantia Vista: The Vista Apartment,Cape Town,1287
Lake Shack,Cape Town,2503
Cape Town Apartment - A short stay apartment.,Cape Town,2405
Family home in the heart of woodstock upper,Cape Town,1007
"Capetown, roo. From apartment with a view",Cape Town,699
Newman's Accommodation,Cape Town,951
Fish hoek apartment,Cape Town,979
Pent house  @ 20 westford,Cape Town,3902
Moroccan Villa - Coeur De Lion,Cape Town,9999
Unit 5 Paardevlei,Cape Town,2196
Beagle friendly self catering accom (Beagle BnB),Cape Town,643
"Cosy one bedroom in Vredehoek, Cape Town",Cape Town,448
"Awali Lodge, Pembi Studio",Cape Town,406
3BR Penthouse Apartment Private Pool - Green Point,Cape Town,18809
4 On Beach,Cape Town,1496
"Spacious, Stunning Studio with Breathtaking Views",Cape Town,685
Relaxed Self Catering Garden Apartment,Cape Town,350
Manhattan Quarter,Cape Town,1105
"Mr Bain's House, Lake Michelle",Noordhoek,3748
"Quiet Charming Southern Suburbs Home 

Beautiful family home, perfect for families, couples or singles. 

Very centrally located in Upper Kenilworth, a 10 minute walk to coffee shops, restaurants, and shops. 
Easy access to all beaches, the city, V&A Wate",Cape Town,3496
Moroccan-style Apartment - Coeur De Lion,Cape Town,2000
Relax & admire the views over the breaking waves,Cape Town,8195
Moroccan Cottage - Coeur De Lion,Cape Town,1007
West Beach getaway walking distance from beach.,Cape Town,993
Unwind in a Modern Space great for Whale Watching,Cape Town,699
Harfield Village Semi Detached Cottage,Cape Town,503
Zen Room in Rustic Garden Cottage,Cape Town,196
Bread and Barrel Bellville Guesthouse,Cape Town,615
Secure Holidays in Stonehaven Estate Views,Cape Town,755
South Shore Beach Apartment,Cape Town,853
Birdhouse,Cape Town,797
"Casa Del Sur 1, Clifton Penthouse",Cape Town,9495
Pool Room,Camps Bay,3958
Sea Star Rock Suite,Camps Bay,6055
Private Pool Suite,Camps Bay,6824
Penthouse,Camps Bay,11006
Loevenstay 1,Cape Town,601
Cape Town Gem!,Cape Town,1203
Family Affair,Cape Town,3496
Cozy Groundfloor Apartment in Golf Estate...,Cape Town,1552
Antibes Studio Camps Bay,Cape Town,601
10 Zen Hout Bay,Cape Town,3496
Luxury Penthouse with Exceptional Views,Cape Town,2503
Modern 3 bedroom house,Cape Town,2797
Friends Hideout,Cape Town,448
World class living in the heart of Constantia,Cape Town,9999
"Linda Vista, 30 seconds walk to Camps Bay beach",Cape Town,7006
Mountain View Apartment in Iconic Cape Royale,Cape Town,1496
"Noise free, V and A waterfront on doorstep, views!",Cape Town,951
Loevenstay 2,Cape Town,601
Your paradise in Sea Point (5),Cape Town,951
"V and A waterfront canals,ICC close,entertainment!",Cape Town,797
Victorian Karoo Cottage in Cape Town,Cape Town,1384
Magical Garden Apartment in Gardens,Cape Town,1203
"Lions head Villa, magazine featured, pool!",Cape Town,15005
Boitumelo's,Cape Town,448
Awesome 1 Bedroom Apartment in Cape Town,Cape Town,448
CONTEMPORY LUXURY SUITE IN THE V&A HARBOUR,Cape Town,1846
Beachfront Apt with Balcony Great position,Cape Town,713
Wonderfully large 4 bedroom Fresnaye family home,Cape Town,9999
Gordes at Cap Serein Guest House,Cape Town,1706
185 on Beach Seaside Penthouse,Gordons Bay,2098
185 on Beach Seaside Studio,Gordons Bay,1482
185 on Beach Seaview Luxury Suite,Gordons Bay,1762
185 on Beach Starlight Premier Suite,Gordons Bay,1916
NiederHeim B&B,Cape Town,755
Cozy & Colourful in Cape Town,Cape Town,461
"Celtic Castle Room 101, En-Suite",Cape Town,1007
Coniston Cottage,Cape Town,1594
Perfect beach-front loft in glorious surrounds,Cape Town,1147
Paddington's Apartment,Cape Town,1496
Beginnings,Cape Town,4000
Miss Piggy's Place in Somerset West South Africa,Cape Town,699
Romantic sunset with tropical sea view,Cape Town,1105
Large family house with beautiful mountain views,Cape Town,2503
Claddagh House BnB Room 2,Cape Town,406
beautiful garden apartment near Chapman's Peak,Cape Town,1412
"Compact, convenient with a view & secure parking!",Cape Town,420
Quirky African themed 3 Sleeper on Greenmarket,Cape Town,545
Convenient home with mountain views,Cape Town,545
Blouberg Guest Suite,Cape Town,699
"Earthsea Cottage, Noordhoek",Cape Town,601
Cape dutch home.,Cape Town,895
Curvaceous & Sweeping 9th Floor City-Centre Pad,Cape Town,993
The Spindrift,Cape Town,2293
Cape Town Bed & Breakfast,Cape Town,154
On The Grove Guest House,Cape Town,881
Lisa's corner,Cape Town,448
Comfort with a View,Cape Town,755
Coral Heights in Melkbosch Strand,Cape Town,741
Camps Bay Nature Cottage  with Views,Cape Town,1203
Fish hoek apartment,Cape Town,979
Eden on the Bay 245,Cape Town,1091
Sunny Winelands Apartment in Welgemoed,Cape Town,406
Beautiful beach apartment in the city centre,Cape Town,1189
Bright Apartment spectacular Table Mountain views,Cape Town,895
DuPreez Villa,Cape Town,517
MiSpace,Cape Town,448
Sunny spacious penthouse in Cape Town close to CBD,Cape Town,2503
Shared space perfect for Winelands experience!,Cape Town,601
5th Avenue Cold Duck,Cape Town,1496
47 on Dyke,Cape Town,448
Cape Town Guest Suite - Tygerburg Hills,Cape Town,545
Beautiful Noordhoek family home - PRIVATE WATER,Cape Town,6237
Choice of two garden flats!  Inside a leafy park.,Cape Town,755
Giraffe Manor - Scandinavian Inspired Apartment,Cape Town,1343
Standard Room,Cape Town,308
Villa Quartza,Cape Town,34500
Villa Dhalia,Cape Town,23494
"Sunshine, space and good vibrations",Cape Town,2503
Light and bright loft style studio,Cape Town,503
Family home in vibrant leafy suburb,Cape Town,1189
Live in a Safe Luxury Complex near the Beach (1),Cape Town,140
lovely room in safe complex in Parklands,Cape Town,140
Chic 1 Bedroom Cape Town Apartment,Cape Town,1203
Absolute gem of a home hidden away in Sea Point,Cape Town,5006
WHITTLERS LODGE - FAMILY SUITE- (2 Rooms),Hout Bay,1105
WHITTLERS LODGE VALLEY SUITE  (2 Rooms),Hout Bay,1203
Whittlers Lodge BLUE ROOM SUITE NO 3 (Single Room),Cape Town,699
WHITTLERS LODGE SUNBIRD SUITE  (Large Single),Hout Bay,797
WHITTLERS LODGE- GEELHOUT VILLA 3 Double Bed Rooms,Hout Bay,1804
WHITTLERS LODGE-MOUNTAIN SUITE 2 bedrooms,Hout Bay,1105
Theart house,Cape Town,3007
Owls View House,Cape Town,2000
28 Summers,Cape Town,448
"Claybrook, elegant original large seafront villa",Cape Town,7006
Rare find in Fish Hoek,Cape Town,1035
Cozy 5th Floor apartment with a spectacuar view,Cape Town,699
Lawhill Luxury 2 Bedroom Apartment V&A Waterfront,Cape Town,8698
Beautiful Hill Top Escape with Sweeping Ocean View,Cape Town,3007
"516 Cape Town Room,WIFI, Central, Student Block",Cape Town,601
The Meadows Villa 6 Bedroom Camps Bay,Cape Town,19984
"Warm, airy Higgovale home",Cape Town,406
YOLO Spaces - Clifton - First Beach Studio,Cape Town,1594
Sleek Designer Home with Mountain + Sea views,Cape Town,2503
Stunning 3-bedroom home on 2nd Avenue,Cape Town,3496
Modern 1-Bedroom in Trendy Harfield Village,Cape Town,1804
Life on the Square -  1 BDR with WIFI and parking,Cape Town,1105
Delightful fully furnished apartment. Cape Town.,Cape Town,294
The Beach Villa,Cape Town,4503
Cape African Villas,Cape Town,448
"Spacious penthouse, sunset views, parking & pools",Cape Town,5006
Country Living,Sir Lowry's Pass,1203
"Spacious, Beach style, 4 bedroom, 3 bathroom house",Cape Town,2503
Cool summer home in the Durbanville wine route,Cape Town,1944
Tranquility under Chapman's Peak Mountain (Unit B),Cape Town,448
Kenilworth Apartment,Cape Town,797
Claux,Cali,378
"Annie's Place,B&B. & Self Catering, Somerset West",Cape Town,1007
YOLO Spaces - Clifton - Arcadia Steps Courtyard,Cape Town,3007
Sunset Dinners in the heart of Sea Point,Cape Town,895
Close to Promenade and Lovely Views,Cape Town,1804
3 Bed Family Suite with Pool - Houghton View 13,Cape Town,6251
Cape Town House,Cape Town,378
YOLO Spaces - Clifton - Arcadia Steps Residence,Cape Town,3007
Bali Bay Holiday Apartments Studio,Cape Town,1105
Cosy family home with a view,Cape Town,1454
Fantastic and Immaculate Getaway in serene Tokai,Cape Town,2503
Sunset: Sleeps 2 guests sharing,Table View,993
Dolphin:  sleeps 3 guests,Table View,895
Big Bay:  Sleeps 3 guests,Table View,895
Clifton:  Sleeps 2 guests sharing,Table View,993
Dalebrook:  Sleeps 2 guests,Cape Town,993
Boulders:  Sleeps 2 adults and 2 young children,Table View,1594
YOLO Spaces - Clifton - Arcadia Steps Penthouse,Cape Town,3007
Sea Spray BG04,Blouberg,1119
Hidden Gem in the Heart of Cape Town,Cape Town,867
Top notch. Central. Security. Pool. Fibre. Balcony,Cape Town,1021
Cosy studio with mountain views & private garden,Cape Town,531
Rooms to rent in Suburban Farmhouse,Cape Town,252
Brownie Cottage,Cape Town,601
Family Room,Durbanville,797
Double Rooms,Durbanville,797
Triple Room,Durbanville,797
Little Riverside - Peaceful Country Living,Gordons Bay,545
Netflix and Mountain View | TOP Location - Longstr,Cape Town,420
3 bed family home in Fresnaye close to amenities,Cape Town,5999
PENGUIN COTTAGE,Cape Town,741
VILLA KLEIN CONSTANTIA,Cape Town,23997
Charming 3 bedroom family home,Cape Town,951
Camps Bay family home with spectacular views,Cape Town,9999
Sunset in Paradise - Modern house living,Cape Town,364
Dophin Crest Villa  = Cormorant Apartment,Cape Town,4000
African queen,Cape Town,601
Rondebosch Oaks,Cape Town,545
"Brodie Cottage, Zilvermyn Village",Cape Town,1804
High Oaks Cottage - Groot Constantia,Cape Town,1496
Luxurious four bedroomed Villa offering views,Cape Town,5006
Shalom Guest Suite,Cape Town,294
Hillside Penthouse with Spectacular Views in Heart of City,Cape Town,2517
Fish Eagle's Nest - Imhoff's Gift - Room 1,Cape Town,294
The Bridge - Command the Fleet From your Bed,Cape Town,853
Stylish 2 bedroom with Table Mountain views,Cape Town,1496
The Swimming Pool Library – an Apartment for Two,Cape Town,350
"Expansive home, spectacular views in heart of city",Cape Town,8251
Sea Sea Me,Cape Town,1245
"Columbine Place, in Durbanville",Cape Town,601
Mikey's place,Cape Town,993
Ocean views,Cape Town,895
Modern mountain home next to Clovelly Golf Course,Cape Town,797
Sunningdale Family Home,Cape Town,1804
Spectacular Views in Glen Cairn,Cape Town,1496
Goodwood,Cape Town,448
Camps Bay Beach Home Nestled Beneath the Mountains,Cape Town,2503
Cape Town B&B,Cape Town,643
Luxury Camps bay Villa close to the Beach,Cape Town,25004
Fabulous Sea Point Holiday apartment!!,Cape Town,2503
"Ailyssa, 2 Bedroom Apt, Cape Town",Cape Town,2447
Valentine Villa,Cape Town,4755
PLENGO STAY,Cape Town,350
Adventurer's  Place,Cape Town,1650
1 bed loft in Tokai,Cape Town,448
Outstanding  V&A Marina Waterfront apartment,Cape Town,9999
Double Room in Shared House,Cape Town,503
Beyond expectation Holiday,Cape Town,853
Southfield Nest,Cape Town,503
Cosy home away from home,Cape Town,909
Chelaya Country Lodge - Garden Cottage,Somerset West,1105
Reflections Lakeside House,Cape Town,2503
Stunning 3 Bedrooms 3 Bathrooms (6) Big Bay Beach,Cape Town,1105
"Tranquil & friendly 3. Ideal for intern, young pro",Cape Town,210
New Beachcomber House,Cape Town,2741
Peaceful and central with mountain views,Cape Town,294
Marianella Guest House,Cape Town,3007
Lions Crest,Cape Town,11999
Central Hotel Guest House,Cape Town,853
Incredible Fresnaye home with breathtaking views,Cape Town,11006
Easy walk to beach & town. Great sea views!,Cape Town,881
Chelaya Country Lodge - Waterside,Somerset West,1301
Dolphin Blue Beach Apartment,Cape Town,1804
Cape Town Hout Bay 2-room apartment,Cape Town,699
Cape Town Guest Suite,Cape Town,797
Lemon Tree Cottage,Cape Town,755
"Luxurious city apartment, incredible views!",Cape Town,1105
Luxurious Studio Apartment on Clifton Beach,Cape Town,1287
Chelaya Country Lodge - Milkshed,Somerset West,1301
Chelaya Country Lodge - Stable,Somerset West,895
Chelaya Country Lodge - Courtyard Room,Somerset West,699
Ravine Views,Cape Town,6251
Chelaya Country Lodge - Executive Suite,Somerset West,1398
Chelaya Country Lodge - Squirrel's Nest,Somerset West,3202
Chelaya Country Lodge - Sunset Cottage,Somerset West,1301
Chić & Cozy Apartment,Cape Town,797
Chelaya Country Lodge - Garden Suite,Somerset West,1007
Chelaya Country Lodge - Stoney Pine,Somerset West,1301
Charming Townhouse in De Waterkant,Cape Town,503
LEGADO31 - 2 Pax - SUITE 2 //PISCINA // DESAYUNO,Chascomús,559
"Bakoven Beach House, near Camps Bay",Cape Town,11999
"Sunset Links Golf Estate, Apartment#2 on 10th hole",Cape Town,629
"Luxury,  self contained,  cosy studio space in the heart  of Newlands Village.",Cape Town,853
Sea View Penthouse Suite In Clifton,Cape Town,31899
Charming Family Getaway in Sea Point,Cape Town,1077
Halcyon Days,Cape Town,5901
Beautiful 3 bedroom home in security estate,Cape Town,6824
"Spacious & Stylish Afro-Chic Apartment, 2 Rooms",Cape Town,1077
Westward HO Apartment 13 Cape Town,Cape Town,1804
Harbour View Cottage with Enclosed Porch,Cape Town,3007
Bougain Villa Apartment,Century City,1147
Spacious bedroom in cozy home,Cape Town,350
Orchard House,Cape Town,2797
"Modern, Luxury Apartment with stunning seaviews",Cape Town,1259
"Immaculate, cosy, and convenient family home",Cape Town,3007
Double Bedroom in old character Woodstock Cottage,Cape Town,503
Great views in the Heart of Cape Town,Cape Town,671
A stone-throw away from the beach apartment,Cape Town,853
"Breathtaking Ocean Views, Private Pool Deck&Garden",Cape Town,1496
"Casa Del Sur 2, Clifton",Cape Town,9495
"Somerset West,Cape Dutch home  Des 21-Jan 4",Cape Town,3007
Superior Room 1 at Hilltop Guesthouse,Cape Town,951
Superior Room 2 at Hilltop Guesthouse,Cape Town,951
Superior Room 4 at Hilltop Guesthouse,Cape Town,951
Superior Room 5 at Hilltop Guesthouse,Cape Town,951
Twin Room 3 at Hilltop Guesthouse,Cape Town,951
Standard Room 6 at Hilltop Guesthouse,Cape Town,853
Standard Room 7 at Hilltop Guesthouse,Cape Town,853
Pool Room 1 at Hilltop Guesthouse,Cape Town,1049
Pool Room 2 at Hilltop Guesthouse,Cape Town,1049
Hillside Minimalist Architecture Villa with Pool,Cape Town,19998
Silver Forest Garden Cottage 2,Somerset West,2755
Silver Forest Luxury Garden Suite 2,Somerset West,3748
Silver Forest Luxury Garden Suite 3,Somerset West,3748
Silver Forest Luxury Garden Suite 4,Somerset West,3748
Silver Forest Luxury Garden Suite 5,Somerset West,3748
Silver Forest Luxury Garden Suite 6,Somerset West,3748
Silver Forest Luxury Garden Suite 7,Somerset West,3748
Houtkapperspoort Cottage 9 - Three Bedroom,Cape Town,2447
Luxury Suite in Clifton,Cape Town,26179
Houtkapperspoort Cottage 15 - One Bedroom,Cape Town,1454
Cosy Private Cottage,Cape Town,797
King Room,Clifton,12978
"Dark Chocolate Guest House, Durbanville, Cape Town",Cape Town,951
Houtkapperspoort Cottage 16 - Two Bedroom,Cape Town,1944
Luxury Sea View Suite in Clifton,Cape Town,16278
Mountain View Suite in  Clifton,Cape Town,11006
Colonial Style Sea Point House,Cape Town,3496
Luxury Seaview Suite in Clifton,Cape Town,18474
Chelaya Country Lodge - Homestead Villa,Somerset West,4951
Luxury Villa in Clifton,Cape Town,80005
Oceanside Luxury 3 Bedroom Apartment | Prestina,Cape Town,2839
Chić Designer inner city apartment,Cape Town,783
Hout Bay holiday home,Cape Town,2000
Executive 1 Bed Apartment | Chelsea Luxury Suites,Cape Town,1762
Little room on the farm,Cape Town,392
Tacha's comfi zone,Cape Town,489
Ultimate City Center Convenience,Cape Town,545
An Oceanside Home for Large Groups,Cape Town,2979
Seaside Apartment,Cape Town,797
Gordon's View,Cape Town,1007
Aquatic House 3 - Walk to Beach & Restaurants,Cape Town,10279
"Luxury room with bath, wi-fi, parking. Cat allowed",Cape Town,252
Tranquil Waters on the Marina da Gama,Cape Town,2503
"The Island Club,Century City",Cape Town,699
"Large, modern family home with garden & play area",Cape Town,2601
DOVE'S CALL  ( NEW LISTING),Cape Town,2503
"Views, Location, Nature ... a well appointed home!",Cape Town,3202
Pine Lodge,Cape Town,853
Strand House,Cape Town,2000
Cosy home away from home,Cape Town,909
Tranquil Mountain View Bishopscourt,Cape Town,5006
Forty-on-Skaife,Cape Town,797
Cozy Cottage,Cape Town,797
"Rare, cozy space in town for travel lovers",Cape Town,406
Sea Point apartment with a mountain view,Cape Town,895
The Sandown Nest,Cape Town,573
Bloubergstrand/Big Bay Guest Suite with ocean view,Cape Town,797
Apartment with a view in Simons'town,Cape Town,825
Stunning Ocean & Mountain Views - Rooftop Jacuzzi,Cape Town,7496
Luxury 3 bed home near Cape winelands,Cape Town,3552
Brookshill,Cape Town,2196
Sunset Paradise,Cape Town,2797
16 on Nautica,Cape Town,7999
Saffron House Room 14,Cape Town,350
Elegant Seaview Terrace Apartment in Sea Point,Cape Town,601
☀️Safe Apartment With Parking☼Superb Convenience☀️,Cape Town,643
Panoramic Camps Bay Sunsets,Camps Bay,5006
Warm and Inviting Spare Bedroom with Mountain View,Cape Town,294
"Family friendly, gated community by the beach",Cape Town,3049
WHITTLERS LODGE MELKHOUT VILLA 2 double bed rooms,Cape Town,1594
Orchard Place,Cape Town,685
Moroccan Oasis nestled on the City Bowl hillside,Cape Town,2000
"Trendy elegant apartment, amazing location!",Cape Town,545
Outdoor living in beautiful Constantia,Cape Town,5901
Luxury West Coast Condo with Table Mountain views,Cape Town,1496
Tamboerskloof Secret Garden Hide-away,Cape Town,951
Gorgeous Modern Woodstock Apartment (Cape Town),Cape Town,755
Ocean View Villa,Cape Town,8894
Lemonwood Cottage (Room 1),Cape Town,420
Ester’s Happy Home,Cape Town,1007
Juliette 212,Cape Town,3804
"Jacoma Hof 21B, Beach Road, Strand, Western Cape",Strand,797
Spacious family home in the Avenues of Fresnaye,Cape Town,6503
★Sublime cottage near Table Mountain & Kloof Str★,Cape Town,1580
Little Tops House In Nature Reserve,Cape Town,4000
Cape Town Heart Beat 519,Cape Town,252
"Very popular ""Planet Africa"" 1 bed with pool",Cape Town,545
Apartment in the heart of Cape Town,Cape Town,350
3 Bedroom upscale Beach Road apartment,Cape Town,7999
The Best Views In Cape Town!,Cape Town,867
Victorian Beach House,Cape Town,2797
Kate's 11 Grotto Mews,Cape Town,1944
"Bergzicht, Kommetjie Cottage",Cape Town,2154
Bishopscourt Family Luxury,Cape Town,9579
203 Doreena Mansions,Cape Town,1007
Montasio,Cape Town,1007
M.A.M.A.s Guesthouse,Cape Town,797
Cape Town | Family Getaway (Sleeps 8-10) with pool,Cape Town,1692
Infinity 801,Cape Town,1007
Horizon Bay 802,Cape Town,1594
Fabulous family-friendly beach house,Cape Town,2028
Perfect Romantic Getaway in Clifton with Views!,Cape Town,601
Cape Town Luxury in Fresnaye,Cape Town,4000
Sugar Beach,Cape Town,1496
Cape Concierge - Cape Crystal Waters,Cape Town,13103
Venter Retreat,Cape Town,643
The Beachfront Sea Point,Cape Town,2000
Luxury Leafy Apartment with Partial Sea Views OC,Cape Town,993
Central Park Styled Cape Town Apartment,Cape Town,601
SURREY BED AND BREAKFAST,Cape Town,448
Modern Bungalow Literally on Clifton Beach,Cape Town,17998
Modern Studio in the Best Part of Town,Cape Town,503
"Central, minimal & private in heart of Green Point",Cape Town,517
Beautiful Family Home With a View,Cape Town,699
Tranquil elegance - close to UCT & Red Cross,Cape Town,853
Louis Botha Guest Suite,Cape Town,238
Modern Cape Town Apartment with Balcony,Cape Town,531
Room in a two bed apartment.,Cape Town,196
Scarborough Garden Studio,"Scarborough,",545
Tranquil Bantry Bay Villa with Upmarket Finishes,Cape Town,2000
Kommetjie Beach Unique  Holiday Experience,Cape Town,4405
Boutique Beachfront Apartment,Cape Town,1482
"Summer Villa,  Upper Constantia, Cape Town",Cape Town,8503
Perfectly positioned in Bantry Bay,Cape Town,2000
Aloewold,Cape Town,993
Hope’s Sunshine,Cape Town,266
Modern & Cosy loft on Durbanville Wine route- R1,Cape Town,797
Ndabene House in Stonehaven Eco Estate,Cape Town,4405
Sudders Simon's Place,Cape Town,2405
"Cute, sunny one-bedroom apartment in Cape Town",Cape Town,895
Chic Apartment. Restaurant Hub. Fast WIFI !,Cape Town,951
"Luxury Beachfront Couples Escape, Private Balcony!",Cape Town,1846
Cape Town Apartment,Cape Town,448
Historic Home with Pool Oasis in Trendy GreenPoint,Cape Town,937
Bantry bsy,Cape Town,2000
Cape Town Natis House,Cape Town,587
The Gecko Retreat,Cape Town,252
Green Point luxury apartment,Cape Town,1692
1 Sicamba Bed and Breakfast,Cape Town,350
Century City 2 Bedroom,Cape Town,755
Quiet Rustic Organic Farm Holiday - Winelands,Cape Town,378
Handcrafted Designer Home with Spectacular Views,Cape Town,601
Urban Eyrie in Vibrant Green Point.,Cape Town,699
Kuriake Apartments,Cape Town,1007
2 Gabbro Place on Boskloof,Cape Town,1007
"Ndabene bnb, studio room",Cape Town,601
Contemporary with Balcony and Mountain Views,Cape Town,1496
LE 12 ARTIST LOFT TO SHARE (1 BEDROOM),Cape Town,1203
Clovelly Mountain Stream Apartment,Cape Town,448
Gorgeous family home with swimming pool & views,Cape Town,3007
Sass. Style.High end. Fibre. Views. Centre. Pool.,Cape Town,923
Pine Tree Place,Cape Town,797
Mount Pleasant,Cape Town,448
Glamourous apmt with rooftop pool in Sea Point,Cape Town,2252
Luxury Home Opposite Clovelly Golf Course,Cape Town,2755
Cozy Town House in Strand,Cape Town,1203
Princess House,Cape Town,2503
Our Sunrise Family Cottage,Cape Town,769
69 Prince George,Cape Town,238
1-bdrm suite in Vineyard Estate w Private Entrance,Cape Town,797
Kians Place on 4 Vlier Avenue,Cape Town,643
"Tranquil & Friendly 2. Ideal for intern, young pro",Cape Town,210
Lazy rest,Cape Town,7761
"Tranquil & Friendly 1. Ideal for intern, young pro",Cape Town,210
"Tranquil & Friendly 4. Ideal for intern, young pro",Cape Town,210
Cape Town House,Cape Town,3007
River Mountain,Cape Town,7999
"Tranquil & Friendly 5. Ideal for intern, young pro",Cape Town,224
Cape Town Family Home,Cape Town,1301
A perfect home in a perfect location,Cape Town,699
6@Steynsrust,"Helderview, Somerset West",448
Bantry Bay sea views Beauty steps from beach,Cape Town,2797
Bali Bay Holiday Apartments Penthouse,Cape Town,3398
Stunning open flowing home in secure estate,Cape Town,3902
New flat in trendy Woodstock with stunning view,Cape Town,573
Lounge by the Pool from this Chic Studio Abode,Cape Town,2000
"Uitzight Heights 33 (6)
23 Steenbok St
Durbanville",Cape Town,1203
Cape Character Home,Cape Town,5999
"Uitzight Heights 33 (4)
23 Steenbok St
Durbanville",Cape Town,797
"New Luxury Apartment in Green Point, Cape Town.",Cape Town,3007
Modern city apartment,Cape Town,895
Cape Town House,Cape Town,4447
Cape Royal Holiday apartment,Cape Town,1301
"Camps bay villa, pool, views, beaches!",Cape Town,15005
